Field=Comment~String~Comment~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Footprint~String~Footprint~100|Field=LibRef~String~LibRef~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer 2~String~Manufacturer 2~100|Field=Manufacturer 3~String~Manufacturer 3~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Manufacturer Part Number 2~String~Manufacturer Part Number 2~100|Field=Manufacturer Part Number 3~String~Manufacturer Part Number 3~100|Field=Quantity~Integer~Quantity~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier 2~String~Supplier 2~100|Field=Supplier 3~String~Supplier 3~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Currency 2~String~Supplier Currency 2~100|Field=Supplier Currency 3~String~Supplier Currency 3~100|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~100|Field=Supplier Order Qty 2~Integer~Supplier Order Qty 2~100|Field=Supplier Order Qty 3~Integer~Supplier Order Qty 3~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Part Number 2~String~Supplier Part Number 2~100|Field=Supplier Part Number 3~String~Supplier Part Number 3~100|Field=Supplier Stock 1~Integer~Supplier Stock 1~100|Field=Supplier Stock 2~Integer~Supplier Stock 2~100|Field=Supplier Stock 3~Integer~Supplier Stock 3~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Supplier Subtotal 2~Float~Supplier Subtotal 2~100|Field=Supplier Subtotal 3~Float~Supplier Subtotal 3~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|Field=Supplier Unit Price 2~Float~Supplier Unit Price 2~100|Field=Supplier Unit Price 3~Float~Supplier Unit Price 3~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~100|ReportField=ProjectFileName~MelansonTech Isolated Current Sense.PrjPcb|ReportField=ProjectFullPath~C:\Users\shawn\OneDrive\Shawn\circuitstudio projects\Isolated Current Sense\MelansonTech Isolated Current Sense\MelansonTech Isolated Current Sense.PrjPcb|ReportField=Title~BOM_PartType For Project [MelansonTech Isolated Current Sense.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~92|ReportField=ReportTime~1:13:03 PM|ReportField=ReportDate~2024-12-28|ReportField=ReportDateTime~2024-12-28 1:13:03 PM|ReportField=OutputName~BOM_PartType|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~|ReportField=CurrentTime~|ReportField=Date~|ReportField=DocumentFullPathAndName~|ReportField=DocumentName~|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~|ReportField=Organization~|ReportField=ProjectName~|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~|ReportField=SheetTotal~|ReportField=Time~|ReportField=Title~|ReportField=DataSourceFileName~MelansonTech Isolated Current Sense.PrjPcb|ReportField=DataSourceFullPath~C:\Users\shawn\OneDrive\Shawn\circuitstudio projects\Isolated Current Sense\MelansonTech Isolated Current Sense\MelansonTech Isolated Current Sense.PrjPcb
Vishay / Dale CRCW080510K0FKTA|RES 10 OHM 5% 1/8W 0805, RES SMD 10K OHM 1% 1/8W 0805, RES SMD 10K OHM 1% 1/8W 0805, RES SMD 10K OHM 1% 1/8W 0805, RES SMD 10K OHM 1% 1/8W 0805, RES SMD 10K OHM 1% 1/8W 0805|R12, R13, R15, R19, R23, R27|res, 0805, HD|Res,0805,10.0O,5%,±200ppm/°C,RMCF0805JT10R0, Res,0805,10.0kO,1%,100 ppm,CRCW080510K0FKTA, Res,0805,10.0kO,1%,100 ppm,CRCW080510K0FKTA, Res,0805,10.0kO,1%,100 ppm,CRCW080510K0FKTA, Res,0805,10.0kO,1%,100 ppm,CRCW080510K0FKTA, Res,0805,10.0kO,1%,100 ppm,CRCW080510K0FKTA|Stackpole Electronics, Loading..., Loading..., Loading..., Loading..., Loading...|||RMCF0805JT10R0, Loading..., Loading..., Loading..., Loading..., Loading...|||6|Digi-Key|||USD, Loading..., Loading..., Loading..., Loading..., Loading...||||||RMCF0805JT10R0CT-ND, 541-3016-1-ND, 541-3016-1-ND, 541-3016-1-ND, 541-3016-1-ND, 541-3016-1-ND|||||||||||
ERA-6AEB104V|RES SMD 100K OHM 0.1% 1/8W 0805|R17, R22, R26, R29|res, 0805, HD|Res,0805,100K,±0.1%,±25ppm/°C,ERA-6AEB104V|Panasonic|Loading...|Loading...|ERA-6AEB104V|Loading...|Loading...|4|Mouser|Future Electronics|Digikey|CAD|Loading...|Loading...|500|||667-ERA-6AEB104V|3098727|P100KDACT-ND|48931|||39|||0.078||
TC33X-2-101E|TRIMMER 100 OHM 0.1W J LEAD TOP|R28|Res,SMD,POT,TC33 Series|Res,POT,SMD,100O,0.1W, TC33X-2-101E||Bourns|||TC33X-2-101E||1|Digi-Key|Digi-Key|||Loading...||||||TC33X-101EDKR-ND|||13003|||||||
RG2012P-824-D-T5|RES SMD 820K OHM 0.5% 1/8W 0805|R30, R31|res, 0805, HD|Res,0805,820KO,±0.1%,±25ppm/°C,RG2012P-824-D-T5|Susumu|Susumu|Susumu|RG2012P-824-D-T5|RG2012P-824-D-T5|RG2012P-824-D-T5|2|Digikey|Digikey|Digikey|USD|USD|USD|200|5000|200|408-RG2012P-824-D-T5CT-ND|408-RG2012P-824-D-T5TR-ND|408-RG2012P-824-D-T5DKR-ND|4935|0|4935|12.88|166.5|12.88|0.0644|0.0333|0.0644
CRCW080510K0FKTA|RES SMD 10K OHM 1% 1/8W 0805|R32|res, 0805, HD|Res,0805,10.0kO,1%,100 ppm,CRCW080510K0FKTA|Loading...|Vishay / Dale|Loading...|Loading...|CRCW080510K0FKTA|Loading...|1|Digi-Key|Mouser|Digikey|Loading...|CAD|Loading...||100||541-3016-1-ND|71-CRCW0805-10K|541-3016-6-ND||105367|||4.6|||0.046|
OS103011MS8QP1|SWITCH SLIDE SP3T 100MA 12V|SW1|Switch,Slide,.SP3T, OS103011 -Side|Switch,TH,Slide,SP3T,100MA,12V,OS103011MS8QP1|ITT C&K|Supplier disabled||OS103011MS8QP1|Supplier disabled||1|Digi-Key|LCSC||USD|Supplier disabled||100|||CKN9543-ND|C221831||28262|||61.38|||0.6138||
UA78L12ACPKG3|IC REG LINEAR 12V 100MA SOT89-3|U1|SOT89-3|Reg,Linear,Pos,Fixed,12Vout,27Vin,100mA,UA78L12ACPKG3|Texas Instruments|Texas Instruments|Loading...|UA78L12ACPKG3|UA78L12ACPKG3|Loading...|1|Digi-Key|Mouser|Arrow Electronics|USD|CAD|Loading...|100|100||296-50454-6-ND|595-UA78L12ACPKG3|UA78L12ACPKG3|4451|2044||15.62|19.9||0.1562|0.199|
SI8921BD-IS4R|Isolation IC Inverters, Power Supplies, UPS 8-SOIC|U2|SOIC-8 DWV|IC,CurrentSense,Isolated,8.2 Gain,500Khz,SI8921BD-IS4R|Loading...|Loading...|Loading...|Loading...|Loading...|Loading...|1|Digikey|Digikey|Digikey|Loading...|Loading...|Loading...||||863-SI8921BD-IS4RCT-ND|863-SI8921BD-IS4RDKR-ND|863-SI8921BD-IS4RTR-ND|||||||||
OPA197IDBVT|General Purpose Amplifier 1 Circuit Rail-to-Rail SOT-23-5|U3, U5, U8, U9|SOT23-5|OPAMP, single, General Purpose,Rail-to-Rail,10MHz,SOT-23-5,OPA197IDBVT|Supplier disabled|Texas Instruments||Supplier disabled|OPA197IDBVT||4|LCSC|Digi-Key||Supplier disabled|USD|||400||C131929|296-44076-6-ND|||1961|||456.44|||1.1411|
HT7550-1|LOW DROPOUT REGULATORS(LDO) POSITIVE FIXED 55MV @ 1MA 30V 5V 150MA SOT-89(SOT-89-3) ROHS|U6|SOT89-3|Reg,Linear,Fixed,SOT-89-3,30Vin,5Vout,150mA,HT7550-1|||||||1|||||||||||||||||||||
